Sample_Index,Zone_ID,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Is_Medoid
208,213,0.2105823047534928,0.0006802179918665838,0.003036266007884299,0.7857012112467564,0
209,214,0.1189180724228664,0.0004885582168649786,0.001795159112197895,0.8787982102480707,0
210,215,0.2484368181037973,0.0007689378825434098,0.003829171039827218,0.746965072973832,0
211,216,0.4835457325082862,0.0020356342094012304,0.01255682105465501,0.5018618122276576,0
212,217,0.12253546186861594,0.00047067003313050834,0.0017675773722748464,0.8752262907259786,0
213,218,0.21286368422449342,0.0006699927659939111,0.003139416614178018,0.7833269063953346,0
214,219,0.30924391874599927,0.001026427396303272,0.005196616590212037,0.6845330372674855,0
215,220,0.11362574312913139,0.0004501578805950001,0.0017485577624171027,0.8841755412278565,0
216,221,0.11916824748861232,0.0004702740870213485,0.0018008955426484965,0.8785605828817179,0
217,222,0.14058493510369988,0.0004750405364779217,0.0020696447368631944,0.856870379622959,0
218,223,0.3127972890839063,0.0011702705387395837,0.006118273513253336,0.6799141668641009,0
219,224,0.5507516548300481,0.003914758284172342,0.027316770737114252,0.41801681614866537,0
220,225,0.3240369495442634,0.0010362430415963321,0.0051615291769459785,0.6697652782371942,0
221,226,0.5972941343486281,0.013851906442211544,0.06894755999787927,0.319906399211281,0
222,227,0.14661880676433525,0.0005302900185354915,0.00275588510840675,0.8500950181087225,0
223,228,0.5193813510310591,0.019177158367088686,0.06559207300109969,0.3958494176007526,0
224,229,0.1180437039161369,0.1710880881577753,0.6206675670174779,0.09020064090860985,0
225,230,0.10845953002042528,0.6031523235854428,0.2379873729343993,0.05040077345973261,0
226,231,0.0,0.0,1.0,0.0,1
227,232,0.5279617993735405,0.004879882874129029,0.03351112127039369,0.43364719648193684,0
228,233,0.22495496325565478,0.08566559809307417,0.4826976365557721,0.20668180209549897,0
229,234,0.0,1.0,0.0,0.0,1
230,235,0.15905224515077884,0.0005041670825694494,0.0023986975752995758,0.8380448901913522,0
231,236,0.14766576167572695,0.5174120740512045,0.2470286055957152,0.08789355867735348,0
232,237,0.11452743677872369,0.5689827829642765,0.24960053481807856,0.06688924543892119,0
233,238,0.12981183085405176,0.4072562677566028,0.39196949098676026,0.07096241040258523,0
234,239,0.10495224473379262,0.5557474533910511,0.29017454527117065,0.04912575660398556,0
235,240,0.11708254570566876,0.000476183281480624,0.0017595706837248283,0.8806817003291257,0
236,241,0.11916016253236791,0.00041995990902315983,0.0017692495647068198,0.8786506279939021,0
237,242,0.128913817797465,0.0004523104108613407,0.0020116596033787934,0.8686222121882948,0
238,243,0.2132407081706454,0.0006860986778357259,0.00370930094154983,0.782363892209969,0
239,244,0.5186443244678864,0.0026269034804628747,0.01888718038098231,0.45984159167066835,0
240,245,0.11966913574309064,0.0004932970913485802,0.0018115957795212482,0.8780259713860395,0
241,246,0.14824719655962615,0.37105101617842035,0.37659297279000614,0.10410881447194734,0
242,247,0.16978598015517637,0.000520228967528542,0.0023957565791012706,0.8272980342981938,0
243,248,0.11188844552747447,0.00036269818734503266,0.0015463805173922675,0.8862024757677883,0
244,249,0.10390412821598041,0.610509811245582,0.22124730984568905,0.0643387506927485,0
245,250,0.1940870698449578,0.0006658667531384445,0.0032453683234999224,0.8020016950784039,0
246,251,0.1187536395849695,0.0004884464988157712,0.0017941065698313776,0.8789638073463834,0
247,252,0.11423954306414368,0.00043203244427380004,0.0022215455195058733,0.8831068789720767,0
248,253,0.11942086599701275,0.0004919693381923884,0.0018067354771140976,0.8782804291876808,0
249,254,0.20898073189258057,0.0006365085228579883,0.002891850327077048,0.7874909092574846,0
250,255,0.6429971251844274,0.003167059141944369,0.018811553050203694,0.33502426262342455,0
251,256,0.5030790856460022,0.0018588469981344505,0.010233736484378775,0.48482833087148447,0
252,257,0.09618015704729854,0.0003194082470148091,0.0015350604109533302,0.9019653742947332,0
253,258,0.47856775884769076,0.0015776787341971487,0.006744337642510256,0.5131102247756019,0
254,259,0.2625010229215545,0.0010586744266891746,0.006036000102187348,0.7304043025495689,0
255,260,0.6182448216223816,0.003998184136512634,0.020555014303837514,0.3572019799372682,0
256,261,0.5451050706858334,0.009051958130036043,0.06278197309094138,0.3830609980931893,0
257,262,0.1316971066909915,0.33003311086902365,0.4241722134579667,0.11409756898201823,0
258,263,0.11329533084898324,0.44876915333075423,0.37801024408888007,0.059925271731382346,0
